Resort;Latitude;Longitude
Frutigen;46.588074;7.646234
Graechen;46.193948;7.852311
Grimentz;46.180960;7.556845
Grindelwald;46.615760;8.053040
Gr?sch-Danusa;46.981123;9.647102
Gstaad;46.472927;7.286370
Gurnigel Gantrisch;46.748203;7.406629
Handgruobi;47.011434;8.711799
Hoch Ybrig;47.011185;8.784303
Hochwang;46.863145;9.649624
Holzegg;47.025351;8.709033
Kerenzerberg/Filzbach;47.117799;9.127885
Kiental;46.587985;7.723396
Kiesental;46.893057;7.695454
Kinderskilift Bischofsberg;47.435725;9.533008
Klosters Madrisa;46.919730;9.874869
Klosters Parsenn;46.840000;9.810000
Kronberg;47.319818;9.328293
L Abbaye;46.647881;6.317391
L Orient;46.600410;6.239983
La Chaux-de-Fonds / Chapeau R?bl?;47.098173;6.806158
La Corbati?re / Roche-aux-Cr?s;47.064965;6.855798
La C?te-aux-F?es;46.866719;6.497159
La Forclaz;46.085860;7.517942
La Sage;46.098686;7.514513
La Tzoumaz;46.144734;7.233029
La Vue-des-Alpes;47.070953;6.867898
Lauchernalp;46.411046;7.774177
Lauterbrunnen;46.594948;7.907490
Le Brassus - Les Mollards;46.577183;6.215709
Le Cerneux-P?quignot;47.016907;6.666145
Le Cr?t-Meuron;47.067119;6.861935
Le P?qui?r - Cr?t-du-Puy;47.092936;6.982279
Lenk;46.457191;7.443092
Lenk in Simmental;46.457191;7.443092
Lenzerheide - Valbella;46.746467;9.555466
Les 4 Vall?es;46.136609;7.316026
Les Bugnenets - Savagni?res;47.098584;6.986722
Les Crosets;46.183483;6.835033
Les Diablerets - Glacier 3000;46.350119;7.160335
Les Mar?cottes - Salvan;46.111335;7.006220
Les Mosses;46.395167;7.102083
Les Pleiades;46.482677;6.910001
Les Vies sur Develier;47.364821;7.274724
Leukerbad;46.381283;7.632445
Leysin;46.341339;7.012332
Luina;46.530186;8.615279
Lungern Sch?nb?el;46.788010;8.098892
Luseil;46.109877;7.928307
Malleray - Les Orvales;47.230162;7.270872
Maloja;46.399094;9.699557
Marbach;46.850042;7.895546
Mayens de Riddes - La Tzoumaz;46.130343;7.224376
Meiringen-Hasliberg;46.746276;8.196915
Melchsee-Frutt;46.802213;8.278652
Minschuns;46.648655;10.331687
Mollis Schilt;47.077252;9.093565
Mollis Skilift Pinocchio;47.080066;9.093242
Mollis Skilift Schilt;47.093900;9.075358
Mol?son;46.561996;7.036888
Monte Tamaro;46.123660;8.915319
Moosalp;46.251803;7.828912
Morgins;46.237396;6.858772
Murren;46.566720;7.884810
Mutten;46.673163;9.490073
M?rlialp - Giswil;46.824244;8.108768
Nara/Leontica-Cancori;46.461698;8.895461
Nax;46.225357;7.462221
Nax (Mont Noble);46.228577;7.428018
Nendaz;46.181228;7.291294
Niesen;46.639072;7.693111
Obergoms;46.534924;8.350509
Oberholz;47.288159;8.941110
Obersaxen;46.748776;9.099594
Oeschinen Kandersteg;46.488938;7.671204
Ovronnaz;46.203636;7.163521
Pany-Luzein;46.928189;9.771212
Pizol;46.978542;9.419304
Pontresina;46.490991;9.906772
Prato;46.482956;8.756939
Randa;46.101821;7.780866
Riederalp;46.377363;8.025321
Rigi;47.053751;8.474922
Rochers-de-Naye;46.435867;6.987142
Rotenfluh;47.017851;8.700364
Rougemont;46.485576;7.208464
Saas - Grund Hohsaas;46.138409;7.965055
Saas Almagell;46.094133;7.957277
Saas Fee;46.113367;7.934646
Sainte Croix - Les Rasses;46.830364;6.541167
Samnaun;46.979883;10.375009
San Bernardino;46.462578;9.184391
Sarn Heizenberg;46.722276;9.404313
Sattel Hochstuckli;47.064988;8.653966
Savognin;46.596513;9.598091
Schwarzsee Riggisalp;46.658708;7.293612
Scuol;46.795165;10.299957
Sedrun;46.681300;8.774665
Seebodenalp;47.066670;8.469058
Selital;46.755043;7.377187
Sils;46.432461;9.772953
Simmental - Diemtigtal;46.649775;7.566404
Skilift Blatten;47.404755;9.445513
Skilift Engi;46.982184;9.153008
Skilift Fischenthal;47.322838;8.927136
Skilift Gh?ch;47.333970;8.901470
Skilift Grub-Kaien;47.443670;9.502949
Skilift H?rnli;47.313050;9.209879
Skilift Oberegg;47.420122;9.547553
Skilift Osteregg;47.310943;9.284589
Skilift Rossberg;46.637762;7.444997
Skilift Steg;47.344761;8.932697
Skilift Trogen;47.399003;9.486512
Skilift V?gelinsegg;47.412519;9.431320
Skilifte Alpsteinblick;47.319293;9.339797
Skilifte Schwellbrunn;47.345228;9.229360
Skilifte Springenboden;46.618976;7.577769
Sommartel Le Locle;47.033238;6.745745
Spl?gen Tambo;46.550000;9.316667
St. Ant?nien;46.969626;9.813476
St. Moritz;46.499395;9.836296
St. Niklaus;46.177036;7.802130
St. Stephan;46.512141;7.393965
Sunnb?el;46.457943;7.650444
S?ntis Schw?galp;47.249277;9.342156
S?renberg;46.820656;8.033825
Tele-Ovronnaz;46.203636;7.163521
Televerbier;46.093543;7.233942
Thyon 2000 Les Collons;46.181920;7.372588
Torgon;46.314621;6.864618
Tschappina-Urmein-Heinzenberg;46.688519;9.373518
Tschentenalp;46.479313;7.552189
Tschiertschen;46.817512;9.606474
T?l?ski La Golatte s/Montoz;47.211323;7.224837
T?l?ski Les Breuleux;47.194165;7.014986
T?l?ski Les Genevez;47.248425;7.136147
T?l?ski Les Verri?res;46.900818;6.477427
T?l?ski Nods - Chasseral;47.117798;7.078471
T?l?ski Plagne;47.187439;7.284885
T?l?ski Renan;47.123390;6.933154
T?l?ski Sous le Mont. Tavannes;47.217334;7.216470
T?l?ski Tramelan;47.214322;7.084118
T?l?ski de Grandval;47.264346;7.429150
T?l?ski du Chaluet - Court;47.242985;7.387966
T?l?ski du Pr? de la Charogne;47.043536;6.802841
T?l?skis Dent de Vaulion;46.680073;6.361479
T?l?skis Les Pr?s-d Orvin;47.150172;7.171300
T?te-de-Ran;47.046621;6.867920
Unterb?ch - Eischoll;46.303988;7.801070
Val d?Illiez;46.206624;6.865759
Vall?e de Joux;46.638900;6.267542
Vals 3000 - Valsertal;46.617550;9.180880
Verbier;46.096770;7.229223
Vercorin;46.257299;7.530739
Veysonnaz;46.195818;7.342804
Villars - Gryon;46.280125;7.069069
Wengen;46.599300;7.918080
Wildhaus;47.207511;9.356830
Winterhorn;46.616625;8.562878
Wirzweli Dallenwil;46.914319;8.363037
Zermatt;46.019338;7.746026
Zinal;46.135143;7.625891
Takob Ski;38.830000;68.950000
Davras;37.770511;30.743351
Elmadag;39.916900;33.242700
Erciyes;38.532222;35.450555
Kartalkaya -;40.591014;31.805248
Nango;37.266906;37.266906
Palandoken;39.848697;41.284781
Saklikent;36.843056;30.336389
Uludag;40.070556;29.223333
Zigana;40.649000;39.392800
llgaz Dagi;41.094444;33.825000
Bukovel;48.360278;24.392222
Dragobrat - ?????????;48.230371;24.242002
Krasiya;48.949621;22.659708
Migovo;48.133034;25.346152
Mizhhirya;48.497012;23.495458
Mount Pohar - Pogar;48.937778;23.261944
Oryavchyk - Oryavchik;48.944682;23.262896
Plai;48.901172;23.299524
Protasov Yar;50.423283;30.499250
Pylypets;48.670642;23.333175
Slavsko;48.831769;23.459936
Trostian;48.856384;23.402476
Tysovets - ???????;49.002576;23.302002
Velykyy Verkh Mt - Zakhar Berkut;48.787701;23.475152
Verkhovyna;48.156251;24.849158
Volovets-podobovets;48.673614;23.294480
Yablunytsia;48.316111;24.503333
Yasinya;48.270050;24.374849
Another World;53.779533;-1.899034
Cairngorm;57.116941;-3.642689
Glencoe;56.681034;-5.099030
Glenshee;56.880600;-3.414300
Hardwood;54.734677;-2.347344
Lake District Ski Club;54.548757;-3.014198
Lecht;57.167557;-3.230650
Nevis Range;56.852093;-4.998736
Ski-Allenheads;54.801479;-2.214311
Swinhope Moor - Weardale;54.696563;-2.175012
Yad Moss;54.734677;-2.347344
49 degrees North Mountain Resort;48.302380;-117.564011
Afton Alps;44.855556;-92.789167
Alpenglow;61.243685;-149.509949
Alpine Meadows;39.165280;-120.238998
Alpine Mountain;41.116801;-75.227626
Alpine Valley;41.525429;-81.260864
Alpine Valley;42.650489;-83.521217
Alpine Valley Resort;42.645890;-88.627370
Alta Ski Area;40.587700;-111.638000
Alyeska;60.968145;-149.095743
Andes Tower Hills;45.854896;-95.634428
Angel Fire;36.387278;-105.273895
Antelope Butte;44.856972;-107.309611
Anthony Lakes;44.963826;-118.234520
Appalachian Ski Mountain;36.175129;-81.658161
Apple Mountain;43.472647;-84.101669
Arapahoe Basin;39.642100;-105.872000
Arizona Snowbowl;35.331065;-111.709260
Arrowhead;39.631800;-106.562000
Ascutney Mountain;43.463400;-72.466700
Aspen Snowmass;39.191111;-106.816944
Attitash - Bear Peak;44.082500;-71.231200
Ausblick;43.135059;-88.264076
Badger Mountain Ski Area;47.612630;-120.129565
Badger Pass Ski Resort;37.662521;-119.664116
Bald Mountain;46.566530;-115.871997
Bear Creek;40.515540;-75.555200
Bear Creek;43.536854;-72.746043
Bear Mountain;34.245514;-116.909913
Bear Paw Ski Bowl;48.164349;-109.669325
Bear Valley;38.464443;-120.038272
Bears Den;46.526122;-97.935195
Beaver Creek;39.604000;-106.517000
Beaver Mountain Ski Area;41.968256;-111.541228
Belleayre Mountain;42.136376;-74.508856
Berkshire East;42.621234;-72.877814
Berthoud Pass;39.798100;-105.776000
Big Creek;41.645338;-81.182356
Big Horn;44.063416;-107.380667
Big Powderhorn;46.509528;-90.090840
Big Rock Ski Area;46.522071;-67.829732
Big Sky;45.249996;-111.405358
Big Squaw Mountain;45.458930;-69.591870
Big Tupper Ski Area;44.174017;-74.476038
Birch Hill Ski & Snowboard Area;64.870702;-147.646679
Bittersweet;42.464784;-85.757238
Black Mountain;44.166300;-71.164800
Blackjack;46.502587;-90.005236
Blacktail;48.010783;-114.364016
Blandford Ski Area;42.194776;-72.910403
Blue Hills Ski Area;42.215742;-71.119257
Blue Knob;40.354519;-78.553627
Blue Marsh;40.420335;-76.120859
Bobcat Ski Center;42.225852;-74.747567
Bogus Basin;43.764600;-116.103145
Bolton Valley;44.421977;-72.851343
Boreal Ski;39.335128;-120.352874
Boston Mills - Brandywine;41.264777;-81.562564
Bottineau Winter Park;48.867310;-100.401780
Bousquets Ski Area;42.418936;-73.276319
Boyne;45.163383;-84.931890
Boyne Highlands;45.469950;-84.938456
Brantling;43.148736;-77.068060
Breckenridge;39.478100;-106.051000
Bretton Woods;44.259900;-71.457700
Brian Head;37.692445;-112.847978
Bridger Bowl;45.818033;-110.892563
Brighton;40.619100;-111.592000
Bristol Mountain;42.745948;-77.401664
Brodie Mountain;42.555273;-73.290435
Bromley Mountain;43.212892;-72.934963
Brundage;45.001754;-116.158928
Bryce Resort;38.821014;-78.763676
Buck Hill;44.723056;-93.283333
Buckhorn Ski Area;34.288893;-117.646722
Buena Vista;47.658288;-94.878047
Burke Mountain;44.587128;-71.904297
Butternut Basin;42.183992;-73.320615
Caberfae Peaks;44.242042;-85.717107
Camden Snow Bowl;44.216705;-69.133794
Camelback;41.053834;-75.356171
Campgaw Mountain;41.058539;-74.194901
Canaan Valley;39.101775;-79.474052
Cannon Mountain;44.178400;-71.701500
Cannonsburg;43.053719;-85.502326
Cascade Mountain;43.499850;-89.507632
Cascade World Four Season Resort;41.540432;-122.003061
Cat Ski Mt. Bailey;43.155139;-122.220000
Cataloochee Ski Area;35.562480;-83.089453
Catamount Ski Area;42.169861;-73.476527
Cedar Pass Snow Park;41.556074;-120.262963
Chestnut Mountain;42.319209;-90.391903
Christie Mountain;45.509531;-91.380453
Christmas Mountain Village;43.612000;-89.865060
Clear Fork Ski Area;40.593151;-82.412399
Cloudmont;34.538308;-85.601692
Cochran Ski Area;44.395095;-72.981511
Cockaigne;42.264987;-79.163361
Coffee Mill;44.364866;-92.043735
Cooper Spur;45.380673;-121.671742
Copper Mountain;39.500000;-106.156000
Cortina Mountain;42.189748;-74.119328
Cottonwood Butte;46.078798;-116.427968
Cranmore;44.057400;-71.111200
Crested Butte;38.899200;-106.966000
Crotched Mountain;43.011900;-71.876400
Crystal Mountain;44.518949;-85.985553
Crystal Mountain;46.936300;-121.473000
Crystal Ridge;42.920609;-88.009273
Dartmouth Skiway;43.791245;-72.101536
Deer Mountain;44.308500;-103.818000
Deer Valley Resort;40.642093;-111.459045
Devil s Head Lodge;43.385380;-89.633579
Diamond Peak;39.250362;-119.928173
Diamond Peak;39.253481;-119.923922
Discovery ski area;46.154698;-112.998126
Dodge Ridge;38.189863;-119.956727
Donner Ski Ranch;39.316372;-120.331468
Dry Hill;43.931141;-75.901780
Durango;37.630200;-107.814000
Eagle Mountain Resort;39.318520;-120.601830
Eagle Point;38.322145;-112.384263
Eagle Rock;40.921020;-76.096749
Eaglecrest;58.265876;-134.506290
Eaton Mountain;44.768250;-69.618849
Echo Mountain Park;39.684930;-105.512588
Echo Valley Ski Area;47.935971;-120.056185
Eldora Mountain Resort;39.937300;-105.581000
Elk Mountain;41.715081;-75.560741
Four Lakes;41.780891;-88.082101
Four Seasons Ski Center;43.034887;-75.971878
Franklin Veterans Memorial Ski Area;43.444985;-71.693420
Frostfire Mountain;48.917092;-98.055277
Fun Valley;41.567065;-92.572438
Giants Ridge;47.575480;-92.300732
Gold Mountain;39.753349;-120.705402
Gore Mountain;43.673366;-74.048581
Grand Geneva;42.610006;-88.405255
Grand Targhee Resort;43.787113;-110.959296
Granite Gorge;42.967842;-72.251060
Granite Peak;44.928906;-89.682734
Granlibakken;39.143777;-120.197826
Great Bear Recreation Park;43.582362;-96.665311
Great Divide;46.750800;-112.327309
Greek Peak;42.501349;-76.143738
Gunstock;43.540100;-71.364600
Hanson Hills Recreation Area;44.661926;-84.713389
Hawksnest ski resort;36.143787;-81.825582
Heavenly;38.940259;-119.936775
Hennepin Parks;44.844090;-93.362713
Hesperus Ski Area;37.299491;-108.055165
Hickory Ski Center;43.470071;-73.811216
Hidden Valley;41.186869;-74.480786
Hidden Valley Resort;40.023122;-79.302707
Hidden Valley Ski Area;38.535540;-90.652467
Hilltop;61.432837;-149.370857
Hogadon Basin Ski Area;42.745520;-106.338637
HoliMont;42.272572;-78.690707
Holiday Mountain;41.626352;-74.609212
Holiday Valley;42.263379;-78.677938
Homewood Mountain Resort;39.085023;-120.161459
Hoodoo;44.408156;-121.871338
Howelsen Hill Ski Area;40.483548;-106.839552
Huff Hills;46.575157;-100.714108
Hunt Hollow Ski Club;42.647200;-77.473900
Hunter Mountain;42.177868;-74.230420
Hurricane Ridge;47.974812;-123.517965
Hyland Hills Ski & Snowboard;44.851469;-93.366118
Indianhead Mountain;46.499886;-89.972188
Jack Frost & Big Boulder;41.106746;-75.653679
Jackson Hole;43.586700;-110.829000
Jay Peak;44.938900;-72.498500
Jiminy Peak;42.555273;-73.290435
June Mountain;37.768342;-119.090804
Kelly Canyon;43.645951;-111.630298
Kendall Mountain;37.811199;-107.656402
Keystone;39.613623;-105.987511
Killington;43.626900;-72.796600
King Pine;43.870700;-71.086966
Kirkwood;38.684440;-120.069750
Kissing Bridge;42.601790;-78.653539
Kratka Ridge - Snowcrest;34.349464;-117.928786
Labrador Mountain;42.741608;-76.029851
Lake City Ski Hill;38.009588;-107.311449
Las Vegas Ski;36.305632;-115.677918
Laurel Mountain Ski Resort;40.156463;-79.167808
Leavenworth Ski;47.613714;-120.668635
Lee s Ski Hill;38.018255;-107.670729
Liberty Mountain;39.762037;-77.374563
Little Ski Hill;44.930172;-116.162696
Little Switzerland;43.337247;-88.274343
Lookout Pass;47.456189;-115.695704
Loon Mountain;44.056300;-71.630200
Lost Trail;45.692491;-113.951392
Lost Trail;45.693965;-113.948414
Lost Valley;44.136569;-70.280907
Loup Loup;48.390980;-119.917850
Loveland;39.719071;-105.697060
Lutsen Mountains;47.654024;-90.712715
Mad River Glen;44.201800;-72.918700
Mad River Mountain;40.316050;-83.681169
Magic Mountain;43.201766;-72.773565
Magic Mountain;45.693965;-113.948414
Mammoth Mountain;37.561996;-118.850097
Maple Ski Ridge;42.822791;-74.033260
Marquette;46.506949;-87.426291
Marshall Mountains;46.919717;-113.906594
Massanutten;38.398562;-78.713147
Maverick Mountain;45.434924;-113.129488
McCauley Mountain;43.692567;-74.961284
Meany Lodge;47.000000;-121.315800
Methow Valley;48.460572;-120.252914
Middlebury;43.939932;-72.958058
Missaukee Mountain Ski Area;44.391655;-85.227178
Mission Ridge;47.315890;-120.385790
Mohawk;41.845266;-73.313965
Monarch;38.512600;-106.332000
Mont Ripley;47.129017;-88.554611
Montage Mountain;41.378761;-75.672127
Montana Snow Bowl;47.018260;-114.004357
Moonlight Basin;45.302542;-111.429519
Moose Mountain;64.949483;-147.958919
Mount Abram;44.381099;-70.705028
Mount Bohemia;47.391657;-88.013734
Mount Eyak Ski Area;60.563202;-145.713598
Mount Greylock;42.634404;-73.215324
Mount Kato;44.131355;-94.036345
Mount Peter;41.247892;-74.295410
Mount Pisgah;44.345285;-74.126236
Mount Shasta Board & Ski Park;41.268618;-122.214731
Mount Snow;42.966000;-72.891700
Mount Southington;41.582598;-72.925103
Mount Sunapee;43.332000;-72.079900
Mount Waterman;34.349525;-117.928711
Mountain Creek;41.229789;-74.435489
Mountain High;34.376400;-117.688000
Mountain View Ski Resort;41.829194;-80.100979
Mt LaCrosse;43.745382;-91.187210
Mt. Ashland;42.186684;-122.661495
Mt. Aurora Skiland;65.054749;-147.409208
Mt. Bachelor;44.001400;-121.667000
Mt. Baker;48.861600;-121.659000
Mt. Baldy;34.274340;-117.609739
Mt. Brighton;42.540397;-83.812993
Mt. Crescent;41.392326;-95.858512
Mt. Holly;42.830264;-83.562203
Mt. Hood Meadows;45.333905;-121.666093
Mt. Hood Skibowl;45.297358;-121.756432
Mt. Jefferson;45.357272;-68.283548
Mt. Lemmon Ski Valley;32.448300;-110.780000
Mt. Rose - Ski Tahoe;39.329009;-119.885680
Mt. Spokane;47.911159;-117.104522
Mulligan s Hollow;43.059864;-86.240834
Mystic Mountain;39.802940;-79.554373
Nashoba Valley;42.542979;-71.444933
Nashville Indiana Ski World;39.212536;-86.244520
New Hermon Mountain;44.780914;-68.957319
Nordic Mountain;44.121630;-89.181546
Northstar;39.273985;-120.119464
Nubs Nob;45.470007;-84.902797
Oak Mountain;43.512393;-74.360349
Ober Gatlinburg;35.725798;-83.515402
Oglebay;40.108618;-80.638778
Okemo;43.399000;-72.717600
Otis Ridge;42.196524;-73.099001
Pajarito;36.059091;-106.390228
Paoli Peaks;38.555278;-86.512222
Park City Mountain Resort;40.651528;-111.506710
Pats Peak;43.163000;-71.797300
Pebble Creek;42.777988;-112.159804
Peek n Peak Resort;42.063435;-79.735427
Perfect North Slopes;39.147502;-84.886122
Pico Mountain;43.661800;-72.843100
Pine Knob;42.751536;-83.380283
Polar Peak Ski Resort;42.122706;-73.690431
Pomerelle;42.317605;-113.607689
Porcupine Mountains;46.784497;-89.641658
Powder Mountain;41.379993;-111.781426
Powder Ridge;45.341879;-94.302555
Powderhorn;39.069500;-108.151000
Powderhouse Hill;43.236944;-70.802222
Quechee Club;43.656910;-72.440468
Ragged Mountain;43.485300;-71.841000
Raging Buffalo;42.147091;-88.294087
Red Lodge;45.190745;-109.336001
Red River;36.700769;-105.408669
Rocking Horse Ranch;41.686235;-74.020431
Royal Gorge;39.303084;-120.391753
Royal Mountain Ski Area;43.080578;-74.500697
Saddleback;44.945952;-70.526339
Sandia;35.191896;-106.482421
Santa Fe;35.795817;-105.802631
Sawkill Family Ski Center;41.984562;-74.046061
Scaly Mountain Ski Area;35.021008;-83.306890
Schweitzer;48.368334;-116.623160
Seven Oaks;42.034638;-93.978352
Seven Springs;40.025095;-79.291537
Shanty Creek Resort;44.949541;-85.175018
Shawnee Mountain Ski Area;41.080900;-75.134100
Shawnee Peak;44.054308;-70.813760
Shirley Meadows;35.710706;-118.554717
Showdown;46.957119;-110.743616
Sierra Summit;34.237500;-116.888000
Sierra at Tahoe;38.761966;-120.145245
Silver Mountain;47.538923;-116.129579
Silver Ridge Resort;43.835025;-84.866967
Silverton Mountain;37.895245;-107.653702
Sipapu;36.149852;-105.554763
Sitzmark;48.898182;-119.165824
Ski Apache;33.389205;-105.810657
Ski Beech;36.194729;-81.878926
Ski Big Bear;41.521109;-75.024522
Ski Bluewood;46.082400;-117.851286
Ski Bradford;42.194776;-72.910403
Ski Brule;46.028986;-88.700522
Ski Cooper;39.360100;-106.301000
Ski Denton;41.778271;-78.021464
Ski Green Valley;34.238521;-117.082629
Ski Gull;46.427658;-94.385472
Ski Liberty;40.457738;-79.739896
Ski Plattekill;42.288890;-74.652482
Ski Rio;36.863141;-105.452099
Ski Roundtop;40.099489;-76.908932
Ski Sapphire;35.123716;-83.051969
Ski Sawmill;41.520347;-77.289924
Ski Sunburst;43.493806;-88.224093
Ski Sundown;41.884800;-72.946642
Ski Sunrise;38.665943;-120.051491
Skiteton Pass;47.929399;-112.804774
Sky Valley Ski Area;34.984309;-83.330858
Sleeping Giant Area;44.492445;-109.942129
Smuggler s Notch;44.589600;-72.790900
Snow Creek;39.465066;-94.974241
Snow King;43.472700;-110.758000
Snow Ridge Ski Area;43.638868;-75.419970
Snow Snake;43.955497;-84.787254
Snow Summit;34.236610;-116.888320
Snow Trails;40.675550;-82.500614
Snow Valley;34.224781;-117.036113
Snowbasin;41.216059;-111.856917
Snowbird;40.579000;-111.666000
Snowflake Nordic Center;46.826393;-92.136303
Snowhaven;45.869172;-116.089721
Snowshoe Mountain;38.410394;-79.995344
Snowstar;41.435303;-90.721103
Snowy Range;41.294601;-105.517107
Sn? Mountain;41.350119;-75.664298
Soda Springs;39.321534;-120.380366
SolVista Basin;40.043617;-105.903053
Soldier Mountain;43.509369;-114.824367
Solitude Mountain Resort;40.620626;-111.592231
Song Mountain Resort;42.774298;-76.159265
Spicy Run Mountain;39.076061;-83.207870
Spirit Mountain;46.722096;-92.219628
Spout Springs;45.755030;-118.054290
Spring Mountain;40.273141;-75.450132
Squaw Valley;39.196384;-120.234965
Steamboat;40.497876;-106.831055
Steeplechase Ski;44.244707;-92.521362
Stevens Pass;47.744400;-121.090000
Stowe;44.529200;-72.783000
Stratton Mountain;43.113400;-72.904700
Sugar Bowl;39.301521;-120.334711
Sugar Mountain Ski Area;36.129303;-81.855684
Sugarbush;44.135500;-72.893400
Sugarloaf;45.055900;-70.308900
Suicide Six;43.664021;-72.544617
Summit Ski Area;45.298741;-121.755962
Sun Valley;43.682758;-114.402265
Sundance Resort;40.391400;-111.578000
Sunday River;44.469400;-70.846700
Sundown Mountain;42.511938;-90.823088
Sunlight;39.399200;-107.337000
Sunrise Park;34.074337;-109.362000
Swain;42.477256;-77.854528
Swiss Valley;41.954706;-85.825759
Tahoe Donner;39.353230;-120.261042
Tamarack Resort;44.709894;-116.140510
Tanglwood;41.405960;-75.183330
Taos;36.594400;-105.450000
Telemark Resort;46.187483;-91.245284
Telluride;37.950695;-107.811584
Temple Mountain;42.847400;-71.884400
Tenney Mountain;43.747300;-71.764400
Terry Peak;44.308822;-103.811779
Teton Pass;47.929399;-112.804774
The Balsams;44.854699;-71.319613
The Canyons;40.683761;-111.555764
The Homestead;37.996587;-79.822431
The Homestead;44.915791;-85.970630
The Summit - Aspental;47.444900;-121.427000
The Summit At Snoqualmie;47.392100;-121.397000
The Whitecap Mountains;46.311771;-90.444971
Thunder Ridge;41.507913;-73.585185
Timber Ridge;42.391465;-85.779071
Timberline;39.037236;-79.443919
Timberline Lodge Ski Area;45.330910;-121.710491
Titcomb Mountain;44.649972;-70.170289
Titus;44.763616;-74.233418
Toggenburg Mountain;42.825327;-75.963395
Treetops Sylvan Resort;45.027422;-84.592352
Trinity Mountain Resort;34.237146;-117.076910
Trollhaugen;45.352100;-92.615900
Tuckerman Ravine;44.261700;-71.296000
Turner Mountain;48.605712;-115.629905
Tussey Mountain;40.769557;-77.754107
Tuxedo Ridge;41.248548;-74.226653
Tyrol Basin;43.045809;-89.780188
Vail;39.647204;-106.373749
Villa Olivia;42.012833;-88.219123
Villa Roma Ski Area;41.760339;-74.967540
Wachusett Mountain;42.503476;-71.886456
Ward Hill;42.302021;-71.682121
Warner Canyon;42.237490;-120.295830
Waterville Valley;43.965300;-71.527100
Welch Village;44.560141;-92.728214
West Mountain Ski Center;43.292552;-73.726705
Whaleback;43.602506;-72.180559
White Pass;46.638584;-121.389633
White Pine Ski Area;42.977724;-109.757374
Whiteface;44.353437;-73.863058
Whitefish;48.483139;-114.357669
Whitetail;39.741655;-77.932366
Wild Mountain;45.498796;-92.713749
Wildcat;44.263800;-71.236600
Willamette Pass;43.600401;-122.038088
Willard Mountain;43.021373;-73.516294
Williams Ski Area;35.578520;-112.222836
Wilmot Mountain;42.505874;-88.190865
Windham Mountain;42.300595;-74.256517
Winter Park;39.889400;-105.763000
Wintergreen;37.930000;-78.941667
Winterplace;37.590000;-81.115000
Wisp;39.556746;-79.363377
Wolf Creek;37.473700;-106.793000
Wolf Laurel Ski Area;35.955581;-82.512922
Wolf Mountain Eden;41.310008;-111.864804
Woodbury;41.629000;-73.298000
Woods Valley Ski Area;43.302570;-75.384922
Yawgoo Valley;41.517609;-71.527349
Yellowstone Club;45.247288;-111.370544
Beldersay;41.435785;69.979716
Chimgan;41.541424;70.016859
