Resort;Country;Latitude;Longitude
Kayama Captain Coast;Japan;36.927700;138.875400
Kazawa Snow Field;Japan;36.468200;138.433100
Kenbuchi-cho Bibakarasu;Japan;44.101100;142.401900
Kenmin no Mori;Japan;34.480481;132.178011
Kirigamine;Japan;36.100000;138.166667
Kiroro;Japan;43.064826;140.991329
Kiso Fukushima;Japan;35.937900;137.672800
Kisokoma Kogen Shinwa;Japan;35.824600;137.779300
Kita Shiga Ryuo;Japan;36.786422;138.453486
Kitami Wakamatsu Shimin;Japan;43.750700;143.928300
Kitashiga Kogen;Japan;36.791000;138.451000
Kitashiga Yomase;Japan;36.782600;138.420400
Kitashinshu Kijimadaira;Japan;36.817500;138.406100
Kitashinshu Kitashiga Takaifuji;Japan;36.799383;138.426781
Kitashinshu Makinoiri;Japan;36.820255;138.392521
Kitashinshu Shinanodaira;Japan;36.857734;138.344413
Kitz Meadows;Japan;35.947981;138.413919
Koba World;Japan;43.017417;141.290207
Koide;Japan;37.226000;138.952300
Komagane Kogen;Japan;35.731800;137.874300
Komaruyama;Japan;36.795479;138.448166
Korakuen Kitahiroshima;Japan;42.928100;141.455300
Koshi Kogen;Japan;37.314000;138.886900
Kotobiki Forest Park;Japan;35.048200;132.771200
Koumi;Japan;36.085564;138.479483
Kujyu;Japan;33.100700;131.183500
Kuma Ski Land;Japan;33.718483;132.874447
Kunimidaira;Japan;39.055600;140.970500
Kunimidake;Japan;35.474200;136.418500
Kunizakai;Japan;35.528500;136.093900
Kuriko Kokusai;Japan;37.824100;140.264900
Kuriyamacho;Japan;43.064500;141.788800
Kurohime Kogen;Japan;36.826560;138.161349
Kuroshime;Japan;36.821970;138.168036
Kurumayama;Japan;36.096242;138.210658
Kusatsu;Japan;36.620792;138.596553
Kutsuki;Japan;35.329300;135.941000
Kuzuryu;Japan;35.896100;136.660700
Kyoto Hirogawara;Japan;35.266647;135.740838
Kyowa;Japan;39.680956;140.393119
Kyukamura Myoko;Japan;36.908400;138.170800
Kyukamura Nyuto;Japan;39.766544;140.758522
Listel Ski Fantasia;Japan;37.542632;140.149103
Ludens Yuzawa;Japan;36.906200;138.839400
Madarao Kogen;Japan;36.851588;138.290896
Maeyama;Japan;36.683400;138.502100
Makado Onsen;Japan;40.874690;141.069753
Makino Kogen Makino;Japan;35.497700;136.032500
Makomanai;Japan;42.921020;141.330833
Malnuma - Marunuma Kogen;Japan;36.810400;139.335500
Manba;Japan;35.494256;134.663694
Manza Onsen;Japan;36.637286;138.507567
Mashike Choei Syokanbetsudake;Japan;43.806300;141.535300
Masumizu Kogen;Japan;35.365300;133.520900
Matsudai Family;Japan;37.122800;138.608100
Matsunoyama Onsen;Japan;37.048100;138.601200
Matsuyama;Japan;38.354900;139.983700
Mayko - Centleisure Maiko Snow Resort;Japan;36.980000;138.827800
Megahira Onsen;Japan;34.498059;132.143951
Meihoski - Mehiou;Japan;35.939400;137.045200
Memuro;Japan;42.828200;142.988900
Mia Ski Resort;Japan;35.930154;137.527436
Miinohara;Japan;35.082800;133.112700
Mikata SnowPark;Japan;35.583617;134.553642
Mikawa Onsen;Japan;37.719800;139.393300
Mikawa-Mura;Japan;33.578100;132.949000
Mikuni;Japan;36.759200;138.777400
Minakami Houdaigi;Japan;36.837225;139.078452
Minakami Kogen;Japan;36.855250;139.076172
Minakami Kogen 200;Japan;36.858900;139.074000
Minakami Kogen Fujiwara;Japan;36.848800;139.068500
Minakami Okutone;Japan;36.803136;139.006510
Minami - Muikamachi Minami - Mt. Hakkai;Japan;37.109019;138.980917
Minami Furano;Japan;43.156700;142.560100
Minenohara Kogen;Japan;36.554300;138.355300
Minowa;Japan;37.650412;140.254568
Mitsui Greenland;Japan;43.167600;141.789100
Miyagi Zao Eboshi;Japan;38.127948;140.525943
Miyagi Zao Shichigasyuku;Japan;37.998873;140.366554
Miyagi Zao Shiroishi;Japan;38.067624;140.514114
Miyagi Zao Sumikawa Snow Park;Japan;38.135194;140.495431
Mizuho Highland;Japan;34.815853;132.398908
Mominoki Shinrin-Koen;Japan;34.473800;132.182900
Mondeus Hidakurayama;Japan;36.061200;137.226000
Morioka Highland;Japan;39.672800;141.078400
Moriyama Kogen;Japan;35.930500;136.521900
Moriyoshi;Japan;39.955100;140.800242
Mount Jeans Ski Resort Nasu;Japan;37.118750;139.984117
Mount Racey;Japan;43.047700;141.976400
Mountain Park Tsunan;Japan;37.021300;138.625800
Moya Hills;Japan;40.737890;140.793239
Muikamachi Hakkaisan;Japan;37.105300;138.980900
Mutsushi Kamafuseyama;Japan;41.261200;141.142600
Myoko Kogen Seki Onsen;Japan;36.902500;138.164300
Myoko Pine Valley;Japan;36.901569;138.250108
Myoko Ski Park;Japan;36.909400;138.181300
Myoko Suginohara;Japan;36.853900;138.158500
Naeba;Japan;36.792801;138.778034
Naganuma;Japan;43.039155;141.745631
Nagaoka Shiei;Japan;37.412700;138.893900
Nakasato Kiyotsu;Japan;37.017300;138.731200
Nakayamatoge Kogen;Japan;42.848302;141.094314
Nakazata Snow Wood;Japan;36.903700;138.853600
Namari Onsen;Japan;39.461700;140.996600
Nanao Korosa;Japan;36.973000;136.963300
Naqua Shirakami;Japan;40.687000;140.291600
Naruko;Japan;38.734080;140.709759
Nashiki;Japan;35.489078;134.671100
Naspa;Japan;36.928581;138.809511
Nasu Onsen Family;Japan;37.116000;139.986500
Nayoro Piyashiri;Japan;44.401200;142.519900
New Greenpia Tsunan;Japan;36.959600;138.690300
Nigorigo Onsen;Japan;35.930500;137.448900
Nihonmatsu Shiozawa;Japan;37.637300;140.333500
Nikko Kirifuri Kogen;Japan;36.800600;139.594700
Nikko Shobugahama;Japan;36.751500;139.436900
Nikko Yumoto;Japan;36.801200;139.420400
Niseko;Japan;42.881123;140.651730
Niseko Annupuri;Japan;42.848714;140.644897
Niseko Hanazono;Japan;42.853305;140.672153
Niseko Hirafu Resort;Japan;42.863788;140.693026
Niseko Kokusai Moiwa;Japan;42.848452;140.629974
Niseko Village - Higashiyama;Japan;42.872599;140.638294
Niseko Weiss;Japan;42.905438;140.664467
Nishidateyama;Japan;36.722000;138.563000
Nissho;Japan;42.973900;142.795300
Niyama Kogen;Japan;41.930672;140.634392
Nobeyama;Japan;35.926000;138.473100
Noboribetsu Kogen Sanraiba;Japan;42.520200;141.100000
Norikura Kogen Igaya;Japan;36.120000;137.620700
Norikura Kogen Onsen;Japan;36.119500;137.621200
Norn;Japan;36.744556;138.939086
Nozawa Onsen;Japan;36.921875;138.446050
Nozawa Onsen Hokuryuko Family;Japan;36.906100;138.427700
Nukabira Onsen;Japan;43.364335;143.189301
Numajiri;Japan;37.618283;140.229092
Numata-cho Takaho;Japan;43.819200;141.966800
Ogaya;Japan;35.216900;134.373800
Oguchimura;Japan;36.283888;136.652020
Ohana;Japan;36.795200;138.984800
Ohdai;Japan;39.519313;140.654739
Oheyama;Japan;35.474200;135.166400
Ojiro;Japan;35.464265;134.516219
Ojiya Yamamotoyama Kogen;Japan;37.279400;138.800400
Okudaizen;Japan;35.335900;133.561100
Okuibuki;Japan;35.522447;136.386852
Okukan;Japan;35.504627;134.652398
Okunakayamakogen;Japan;40.080900;141.192600
Okuradake Kogen;Japan;36.280600;136.541400
Okutadami Maruyama;Japan;37.158700;139.240500
Omagary Family - Omagari Ski Field;Japan;39.440950;140.433520
Omoshiroyama;Japan;38.332691;140.496376
Omote Manza;Japan;36.592500;138.517800
Onbara Kogen;Japan;35.305100;133.991200
Ontake;Japan;35.901466;137.538109
Ontake Ropeway;Japan;35.901437;137.536884
Orofure;Japan;42.555000;140.989300
Osa ski;Japan;34.741500;132.222700
Osorakan;Japan;34.583333;132.116667
Otaru Tenguyama;Japan;43.175331;140.974650
Otoifuji;Japan;44.719000;142.287400
Out Door in Motai;Japan;35.861700;136.960200
Owani Onsen;Japan;40.494626;140.575850
Oyasu Onsen;Japan;39.011016;140.658937
Oyu Onsen;Japan;37.190600;139.086700
Oze Tokura;Japan;36.850797;139.238375
Pallcall Tsumagoi;Japan;36.551800;138.467800
Parc Sugou;Japan;36.298200;137.222700
Pilatus;Japan;36.068012;138.301400
Pippu;Japan;43.935326;142.500626
President Resort Karuizawa Snow Park;Japan;36.423285;138.626749
Raicho Valley;Japan;36.565200;137.438000
Rakanzan Hight-Land;Japan;34.341600;132.056600
Rankoshi cho Chisenupuri;Japan;42.867700;140.598200
Rausu Chomin;Japan;44.016400;145.187300
Resort Park Onikoube;Japan;38.787002;140.639251
Rokkosan Jinko;Japan;34.767400;135.242529
Rokuroshi Kogen;Japan;36.018800;136.582300
Rosa Khutor;Japan;43.658434;140.289956
Rosse Sports Land;Japan;36.237200;137.355300
Royal Hill;Japan;36.102262;138.234613
Rusutsu-mura;Japan;42.752523;140.899435
Ryuoo;Japan;36.799247;138.424917
Sahoro;Japan;43.173547;142.802689
Saint Present Park;Japan;43.760056;142.303573
Sakae Club;Japan;36.992100;138.567700
Saku;Japan;36.248868;138.476831
Sanbe Onsen;Japan;35.124600;132.644500
Sapporo Bankei;Japan;43.028754;141.277831
Sapporo Kitahiroshima Prince Family;Japan;42.970100;141.531100
Sapporo Kokusai;Japan;43.071125;141.077080
Sapporo Moiwayama;Japan;43.014234;141.331211
Sapporo Teine;Japan;43.090002;141.209330
Sarukurayama;Japan;36.556400;137.227500
Seibuen Yuenchi Snowboard Park;Japan;35.861729;139.645482
Sendai Highland;Japan;38.298000;140.635700
Senhata;Japan;39.485360;140.648331
Sharicho Unabetsu;Japan;43.926132;144.808562
Shibataninoji NINOX;Japan;37.924700;139.470700
Shibetsu-shi Hinata;Japan;44.261000;142.348500
Shiga Kogen;Japan;36.705725;138.507900
Shiga Kogen Forester Shibutouge;Japan;36.664800;138.535900
Shiga Kogen Giant;Japan;36.718000;138.499100
Shiga Kogen Hoppobundaira Higashitateyama Nishidateyama;Japan;36.735800;138.515700
Shiga Kogen Ichinose Diamond Yamanokami;Japan;36.738300;138.515200
Shiga Kogen Ichinose Family;Japan;36.733900;138.524000
Shiga Kogen Kumanoyu;Japan;36.717171;138.482321
Shiga Kogen Okushiga Kogen;Japan;36.764300;138.537500
Shiga Kogen Sun Valley;Japan;34.687928;135.497419
Shiga Kogen Takamagahara Mammoth;Japan;36.727100;138.513000
Shiga Kogen Yakebitaiyama;Japan;36.753900;138.523200
Shiga Kogen Yokoteyama;Japan;36.720760;138.502474
Shimokura;Japan;39.898884;140.957150
Shin Akakura;Japan;37.901724;139.022778
Shin Tokura;Japan;35.291300;134.563100
Shinbo Family;Japan;35.855946;136.307625
Shinhotaka Ropeway;Japan;36.279600;137.582700
Shinnyuzan Ikoinomura;Japan;34.638300;132.214900
Shinshu Nomugitoge;Japan;36.048850;137.731162
Shintokuyama;Japan;43.089400;142.815400
Shiozawa;Japan;37.048039;138.828994
Shirakaba;Japan;36.556571;138.464060
Shirakaba 2 in 1;Japan;36.095500;138.258800
Shirakaba Kogen;Japan;36.122800;138.279500
Shirakaba Resort;Japan;36.106600;138.246300
Shirakabako;Japan;36.067864;138.253063
Shirakawago Hiraseonsen Shirayumi;Japan;36.183600;136.906800
Shirakigamine;Japan;36.409700;137.192400
Shiratori Kogen;Japan;35.957222;136.805103
Shirogane Ski Highland Parkhill Valley;Japan;43.472700;142.631800
Shizukuishi;Japan;39.775679;140.930418
Shizuokashi Riverwell Ikawa;Japan;35.235800;138.288200
Shokawa Kogen;Japan;36.059000;136.959600
Showa Sonei;Japan;37.343000;139.597400
Sitinohe - Shichinohechoei;Japan;40.699256;141.099750
Ski Jam Katsuyama;Japan;36.073377;136.555548
Ski Mobius;Japan;43.868652;143.924530
Ski Mobius;Japan;43.868652;143.924530
Ski Park Samubiki;Japan;34.795400;132.463100
Sky Shishiku;Japan;36.438000;136.651200
Sky Valley;Japan;35.398025;134.573336
Snova Hashima;Japan;35.333144;136.701919
Snow Clues Onze;Japan;43.145554;141.132173
Snow Park Shirao;Japan;35.895637;136.929215
Snow Resort Nekoyama;Japan;35.036300;133.201200
Snow Town Yeti Ski Resort;Japan;35.300617;138.768750
Snow Valley Toga;Japan;36.411800;137.043500
Snow World Tazawa;Japan;39.955099;140.491588
Snowboard World Heights;Japan;36.102972;138.241392
Snowpal Oguna Hotaka;Japan;36.772700;139.176200
Sol-Fa Oda;Japan;33.542286;132.834208
Sonei Kunohe;Japan;40.190200;141.406500
Soyumura 229 Ski Land;Japan;40.364969;141.071903
Sports Shinko Ishiuchi;Japan;37.002300;138.805900
Sportscom Urasa Kokusai;Japan;37.182000;138.928500
St Mary;Japan;38.218673;140.521186
Sugadaira;Japan;36.532000;138.339500
Suhara;Japan;37.325400;139.012400
Suishozan;Japan;40.174000;140.762300
Sun Alpina Aokiko;Japan;36.613262;137.842640
Sun Alpina Hakuba Sanosaka;Japan;36.629270;137.841535
Sun Alpina Kashimayari;Japan;36.597388;137.825111
Sun Marina Tamaniwa;Japan;37.888577;139.963499
Suzuran Kogen;Japan;36.006300;137.356500
Tadami;Japan;37.346256;139.310064
Taiheizan Opus;Japan;39.787428;140.219658
Tainai;Japan;38.013900;139.505800
Taira;Japan;36.586207;137.022221
Tajima Bokujo Kogen;Japan;35.514800;134.490500
Takahata;Japan;37.996403;140.180258
Takanbo;Japan;36.376300;136.870300
Takano Kogen;Japan;35.003100;133.187300
Takasu;Japan;43.844706;142.351128
Takinouecho Sakuragaoka;Japan;44.188700;143.110500
Tambara;Japan;36.779651;139.074562
Tangram;Japan;36.853761;138.262901
Tanigawa Onsen White Valley;Japan;36.628056;138.957167
Tanigawadake Tenjindaira;Japan;36.815600;138.956300
Tannenomori Okojo;Japan;36.733900;138.524000
Taranokidai;Japan;38.649400;139.986500
Tateshina Tokyu;Japan;36.066300;138.258400
Tateyama Sangaku;Japan;36.576612;137.595964
Tayama;Japan;40.129200;140.950900
Tazawako;Japan;39.761000;140.763100
Tazawako Kogen Assle;Japan;39.776000;140.769500
Teine Highland;Japan;43.084239;141.204740
Teine Olyimpia;Japan;43.095509;141.214510
Tendo Kogen;Japan;38.347811;140.483066
Tenei;Japan;37.263400;139.970700
Tengamori;Japan;39.675200;140.397400
Tengendai Kogen;Japan;37.774702;140.135587
Tengu Kogen;Japan;33.470700;133.018400
Tenpoku;Japan;44.782600;142.521000
Terakoya;Japan;36.728500;138.517700
Togakushi;Japan;36.753036;138.091572
Togari;Japan;36.916667;138.383333
Tonami Yumenotaira;Japan;36.581300;137.024100
Torigoe Kogen Dainichi;Japan;36.293657;136.560840
Towadako Onsen;Japan;40.582600;140.988283
Toyotomi Onsen Choei;Japan;45.071800;141.846400
Tsubame Onsen;Japan;36.897800;138.151400
Tsubetsu;Japan;43.573100;144.187600
Tsuchitaru;Japan;36.869100;138.865500
Tsugaike Kogen;Japan;36.757298;137.864288
Tsuguro Kogen;Japan;35.253700;133.802000
Tsunogami;Japan;37.711100;139.474300
Tsuruga Kokusai;Japan;35.535500;136.103300
Tsurugisan;Japan;33.872100;134.057900
Uenono;Japan;38.734552;140.711007
Ukiuki - Chateraise Ski Resort;Japan;35.930388;138.499208
Unazuki Onsen;Japan;36.809800;137.587000
Ura Bandai;Japan;37.628300;140.073000
Urabandai Nekoma;Japan;37.624900;140.041000
Urasa;Japan;37.161000;138.914800
Ushidake;Japan;36.573980;137.055978
Utopia Saioto;Japan;34.779100;132.316100
Wada Toge;Japan;36.145200;138.143200
Wakabuna Kogen;Japan;38.055900;139.631700
Wakasa Hyonosen;Japan;35.353239;134.490931
Wakasugi Kogen Oya;Japan;35.280000;134.591500
Wakkanai Komadori;Japan;45.385200;141.693700
Wakkanaishi Koen;Japan;45.414800;141.671800
Washigatake;Japan;35.332069;136.701994
Wassamu Higashiyama;Japan;44.030500;142.418400
White Pia Takasu;Japan;35.959500;136.928100
White Valley Matsubara;Japan;34.646500;132.242700
White World Oze Iwakura;Japan;36.814592;139.219922
Winghills Shirotori Resort;Japan;35.963800;136.805300
Yabuhara Kogen;Japan;35.962411;137.728789
Yachiho;Japan;36.136944;138.471860
Yakeyama Onsen;Japan;36.990900;138.015600
Yakurai Family;Japan;38.573262;140.719025
Yamada Bokujo;Japan;36.661100;138.464600
Yamada Onsen;Japan;36.672500;138.428900
Yamagata Akakura;Japan;38.705741;140.545498
Yamagata Zao Onsen;Japan;38.164700;140.411200
Yanaba;Japan;36.605171;137.854936
Yasakacho Swiss-mura;Japan;35.689600;135.202800
Yatsugatake Sailer Valley;Japan;35.928300;138.503600
Yawata Kogen191;Japan;34.691300;132.163300
Yogo Kogen;Japan;35.698250;136.158012
Yogoshiyama;Japan;40.921660;140.987823
Yokomuki Onsen;Japan;37.654300;140.264500
Yokone;Japan;38.069700;139.734900
Yokote Koen;Japan;39.162190;140.621387
Yokotsudake Kokusai;Japan;41.914200;140.769000
Yonezawa;Japan;37.864802;140.231478
Yu Land Sakauchi;Japan;35.607800;136.403700
Yudonosan;Japan;38.572494;139.941720
Yunishigawa Onsen;Japan;36.957200;139.590000
Yunomaru;Japan;36.419000;138.424400
Yunotani Yakushi;Japan;37.231400;138.995000
Yuubari Mt Racey;Japan;43.049312;141.972710
Yuzawa;Japan;39.164072;140.494781
Yuzawa Kogen;Japan;36.935339;138.807361
Yuzawa Nakazato;Japan;36.906000;138.852000
Yuzawa Park;Japan;36.923900;138.862000
Zao Liza;Japan;38.124040;140.398019
Zao Onsen;Japan;38.128208;140.374546
Zao Sarukura;Japan;38.125900;140.379300
kurobushi Kogen Snow Park Jangle Jungle;Japan;38.438095;140.539163
Ak-Bulak;Kazakhstan;43.268756;77.364822
Chimbulak - Shymbulak;Kazakhstan;43.128056;77.080833
Izki;Kazakhstan;48.639771;48.639771
Tabagan - ???????;Kazakhstan;43.210681;77.099648
Ak-Tash;Kyrgyzstan;42.695320;74.531681
Karakol;Kyrgyzstan;41.630800;72.678745
Kashka-Suu;Kyrgyzstan;42.641927;74.520418
Nooruz;Kyrgyzstan;42.546209;74.821547
Orlovka;Kyrgyzstan;42.748798;75.590286
Oruu-sai;Kyrgyzstan;42.647228;74.547703
Suluu-Tor;Kyrgyzstan;42.522579;74.597788
Toguz Bulak;Kyrgyzstan;42.669263;74.893108
333 Snow Parks;Latvia;56.950501;24.412487
Andr?nkalni;Latvia;57.097291;25.420011
B?k?zis;Latvia;56.915925;25.925288
Baili;Latvia;57.534989;25.468806
Briezkalns;Latvia;56.907365;25.633994
Cigori??;Latvia;56.654516;25.739057
D?jas;Latvia;56.872688;25.393524
Gaizi?kalns D?mu parad?ze;Latvia;56.869950;25.965140
Gaizins Golgats;Latvia;56.879226;25.967288
Jekaba grava;Latvia;57.014875;23.150811
Jura kalns;Latvia;56.875717;25.207076
K?r?i;Latvia;57.232531;25.201703
Kakiskalns;Latvia;57.147237;24.830746
Kamparkalns;Latvia;57.216417;22.638348
Kau?u kalns;Latvia;57.529117;26.949301
L?gatnes Kalns;Latvia;57.231854;25.043173
Lemberga hute;Latvia;57.372948;21.538026
Lido Kalns;Latvia;56.882047;25.971014
Ma???kalns;Latvia;57.198503;22.605238
Me?ezers;Latvia;56.660331;25.716140
Me?kalni;Latvia;56.776670;24.404363
Milzkalns;Latvia;57.001473;23.208039
Ozolkalns;Latvia;57.294373;25.222056
P?rsteigumkalns;Latvia;56.896933;25.650385
R??u kalns;Latvia;56.910524;26.240161
Ramkalni;Latvia;57.123940;24.658703
Reina trase;Latvia;57.177888;24.820604
Riekstukalns;Latvia;56.768936;24.403317
Sara kalns;Latvia;56.117944;25.820066
Sauleskalns;Latvia;55.995969;27.243712
Siguldas pils?tas trase;Latvia;57.149817;24.837192
Vina kalns;Latvia;56.602244;25.647292
Zviedru Cepure;Latvia;57.034593;22.585190
?agarkalns;Latvia;57.299821;25.229138
Faqra;Lebanon;33.981767;35.809650
Faraya - Mzaar;Lebanon;34.249122;36.197174
Laqlouq;Lebanon;34.130064;35.849219
Los Cedros;Lebanon;34.243330;36.048880
Qanat Bakish;Lebanon;33.949910;35.805473
Zaarour;Lebanon;33.911128;35.752900
Afri-Ski;Lesotho;-28.822930;28.727940
Sani Pass;Lesotho;-29.584794;29.287946
Malbun;Liechtenstein;47.100666;9.610537
Alytus;Lithuania;54.430785;24.035343
Bir?tonas;Lithuania;54.602029;24.025034
Ignalina;Lithuania;55.334858;26.187352
Kalita;Lithuania;55.523743;25.126264
Liepkalnis;Lithuania;54.655970;25.308600
Lithuania Winter Sports Center;Lithuania;55.335067;26.185462
Sky Resort;Mongolia;47.876621;107.044887
Durmitor;Montenegro;43.122025;19.102825
Lokve;Montenegro;42.828362;20.026294
Jbel Hebri;Morocco;34.050000;-3.766667
Ouka?meden;Morocco;31.209219;-7.814474
Broken River;New Zealand;-43.068676;171.659114
Cardrona Alpine Resort;New Zealand;-44.849999;168.950000
Coronet Peak;New Zealand;-44.915658;168.739746
Craigieburn Valley;New Zealand;-43.178669;171.747923
Fox Peak;New Zealand;-43.838611;170.782861
Hanmer Springs;New Zealand;-42.522274;172.829911
Invincible Snowfields;New Zealand;-44.753350;168.436699
Manganui;New Zealand;-38.649731;174.657846
Mount Cheeseman;New Zealand;-43.169426;171.643673
Mount Olympus;New Zealand;-43.209852;171.503922
Mount Robert;New Zealand;-41.832376;172.811223
Mt Hutt;New Zealand;-43.571778;171.546470
Mt Lyford;New Zealand;-42.482924;173.249536
Mt Potts;New Zealand;-43.454583;171.099858
Mt. Dobson Ski Area;New Zealand;-44.097719;170.828883
Ohau Snow Fields;New Zealand;-44.233269;169.790440
Porter Heights;New Zealand;-43.310808;171.621470
Rainbow Ski Area;New Zealand;-41.804379;172.844332
Remarkables;New Zealand;-45.066943;168.798295
Roundhill Ski Area;New Zealand;-43.891889;170.610735
Snowpark NZ;New Zealand;-44.878529;169.070749
Temple Basin;New Zealand;-42.946708;171.566536
Treble Cone;New Zealand;-44.632429;168.872622
Tukino;New Zealand;-39.192879;175.708333
Turoa;New Zealand;-39.304411;175.526896
Whakapapa;New Zealand;-39.209805;175.541803
Changbaishan;North Korea;42.003385;128.063143
Gangchon LG Resort;North Korea;37.892195;126.650390
Adneram;Norway;59.016667;6.933333
Aktiven Skiheis AS;Norway;60.373507;6.006982
Alen skisenter;Norway;62.839790;11.299953
Alta Ski.- og Alpinsenter;Norway;69.972867;23.368510
Ankenes Alpinanlegg;Norway;68.421603;17.365228
Beitostolen;Norway;61.239691;8.923906
Bislingen;Norway;60.229530;10.606810
Bislingen Fjellstue;Norway;60.229530;10.606810
Bjorli;Norway;62.258335;8.203697
Bj?rnestad Skisenter;Norway;58.662018;6.593516
Bortelid;Norway;58.824750;7.474083
Brattst?lheisen;Norway;60.865402;9.195293
Breimsbygda;Norway;61.765639;6.505306
Brokke;Norway;59.103618;7.500906
Budor;Norway;60.948649;11.289713
B?rgefjellsenteret;Norway;64.888444;13.517361
Dagali;Norway;60.393457;8.423326
Domb?s Skiheiser;Norway;62.069850;9.122301
Drammen Skisenter;Norway;59.765357;10.122491
Egersund;Norway;58.413591;6.411809
Eikedalen;Norway;60.395694;5.912861
Eikerapen;Norway;58.541700;7.363200
Fagerfjell Skisenter;Norway;59.839809;9.315646
Fefor Skisenter;Norway;61.595251;9.747147
Finse;Norway;60.604000;7.503667
Fjellhaugen;Norway;59.851028;6.065472
Fjellsyn Skitrekk;Norway;62.180106;9.809396
Folgefonn Summerski Centre;Norway;60.226694;6.433806
Freikollheisen;Norway;63.048083;7.781222
Fulufjellet;Norway;61.390113;12.647316
Furedalen Alpin;Norway;60.374687;5.984549
Galdh?piggen;Norway;61.757651;8.621682
Gaustablikk;Norway;59.881325;8.735943
Gautefall;Norway;59.060608;8.726377
Geilo;Norway;60.535892;8.204323
Gilja;Norway;58.820640;6.296120
Gol;Norway;60.725986;8.864347
Grefsenkollen - Oslo Skisenter;Norway;59.953157;10.811877
Grong;Norway;64.394417;12.320083
Gr?kallen;Norway;63.418584;10.267396
Gullingen;Norway;59.415194;6.464889
G?l?;Norway;61.505694;9.784778
Hafjell;Norway;61.233575;10.448083
Haglebu Skisenter;Norway;60.344889;9.191194
Hallbj?nn;Norway;59.356743;7.748914
Hallingskarvet;Norway;60.646472;8.028139
Haukelifjell;Norway;59.780770;7.335804
Hemsedal;Norway;60.860083;8.517028
Hodlekve - Sogndal Skisenter;Norway;61.290472;6.987917
Holtanlia Sn?park;Norway;67.300194;15.478194
Hovden;Norway;59.569083;7.348694
Hummelfjell;Norway;61.134151;11.358800
Hurdal;Norway;60.464889;11.067750
Ingierkollen;Norway;59.802791;10.786936
Jerikobakken;Norway;59.932669;10.885888
Jomfruslettheisen;Norway;61.031500;9.693000
Jotunheimen Lemonsjoen;Norway;61.755667;9.070806
Junkerdal;Norway;66.771324;15.628588
J?lster;Norway;61.482210;6.091173
Kirkerudbakken;Norway;59.905085;10.481389
Kjems?sen;Norway;65.838180;13.358252
Kjerring?sen;Norway;59.391944;11.096556
Knaben;Norway;58.664680;7.043508
Kniplia;Norway;60.064250;11.009306
Knyken;Norway;63.262361;9.744750
Kols?s;Norway;59.932046;10.521441
Kongsberg;Norway;59.662556;9.619917
Kvitfjell;Norway;61.425103;10.210797
Lerskallen;Norway;59.860167;10.829194
Lia Fjellstue;Norway;60.463417;8.364528
Lierne Skisenter;Norway;64.446556;13.719861
Lifjell;Norway;59.472650;9.027224
Lillehammer Ski Resorts;Norway;61.113304;10.464359
Ljosland;Norway;58.784389;7.331694
Lofoten Alpinsenter;Norway;68.133444;13.819417
Marikollen;Norway;59.922389;11.058000
Mer?ker;Norway;63.456357;11.693788
Middags?sen;Norway;59.497111;10.839694
M?dalstrekket Kvamskogen;Norway;60.369528;5.994750
M?svatn Skipark;Norway;59.807196;8.280944
Narvik;Norway;68.421611;17.482167
Nerskogen;Norway;62.775521;9.609664
Nesbyen;Norway;60.566768;9.100871
Nordfjord-Harpefossen;Norway;61.957493;5.931067
Nordseter;Norway;61.182853;10.617857
Norefjell;Norway;60.220639;9.598556
Nyst?lkroken Skilift;Norway;60.568314;9.102938
Oppdal;Norway;62.402726;9.589284
Ranten Skilift;Norway;60.568314;9.102938
Rauland Skisenter;Norway;59.738583;8.136167
Rauma;Norway;62.597000;7.647703
Ren?fjellet;Norway;61.685901;11.340467
Ringkollen;Norway;60.167857;10.335501
Rjukan;Norway;59.868262;8.646927
R?ldal;Norway;59.823306;6.740194
Sandviklia;Norway;69.239810;18.032436
Sauda;Norway;59.624500;6.245306
Savalen;Norway;62.303487;10.547203
Siljan - Grenland Skisenter;Norway;59.281472;9.677028
Siplo;Norway;61.227940;6.044319
Sjusete;Norway;60.386760;6.147802
Sjusj?en;Norway;61.118786;10.746260
Sjusj?en Skisenter;Norway;61.152225;10.696263
Skarslia;Norway;60.682101;8.286068
Skeikampen;Norway;62.231899;6.904472
Skillevollen;Norway;66.337806;14.092139
Slore?sen;Norway;59.847417;10.793056
Sogn skisenter;Norway;61.335884;7.216517
Steilia;Norway;68.853111;18.401778
Stordal;Norway;62.408700;7.212100
Stordalen Skisenter;Norway;60.950943;5.681648
Storefjell;Norway;60.804972;8.950139
Strandafjellet;Norway;62.290444;6.839917
Stryn - Centro de esqu? de verano;Norway;61.955278;7.360389
Sunnfjord - Bjomlia;Norway;61.475273;5.738600
Sunnm?rsalpane;Norway;62.336998;6.764120
Surnadal;Norway;62.965111;8.679778
Svanstul;Norway;59.388500;9.426611
Svarstad;Norway;59.396583;9.931361
Sysendalen Skisenter;Norway;60.413067;7.336626
S?len Alpinsenter;Norway;61.825363;11.738533
Torsbustaden Alpinsenter;Norway;63.685778;11.305806
Troms?;Norway;69.676674;19.068518
Trysilfjellet;Norway;61.304701;12.302052
Tryvann Skisenter;Norway;59.988020;10.667471
Tusten;Norway;62.766472;7.262278
Tydal;Norway;62.963783;11.789322
Tyin-Filefjell;Norway;61.201602;8.232956
T?rudbakken Skisenter;Norway;60.880357;10.964363
